hr,spo2,skinTemp,ambientGasPpm,zoneTemp,ppeCompliant,shiftDurationHours,pastIncidentCount,age,accident_occurred
105,96,33.96175830918775,28,35,0,2.9570901061510297,2,63,0
91,97,38.302110953269256,43,52,1,6.687592906435601,0,54,0
88,95,38.944908502945,12,39,1,10.320061831266962,1,41,0
117,96,37.60666876434314,30,25,1,6.8469961415121645,0,64,0
67,97,33.95560352721305,11,27,1,3.7368577309589996,2,48,0
115,96,36.33212879015749,11,49,1,5.415403044532711,0,63,0
88,96,39.43232130798078,8,24,1,8.513003137158622,1,57,0
112,97,39.20847855947247,11,20,0,4.66195733813049,0,62,1
92,100,38.57259964197408,28,25,1,0.5542001256503106,0,41,0
85,96,38.60052438821316,50,39,1,3.7456396674362766,0,35,0
107,99,36.84680240640648,18,35,1,4.146158708549825,0,21,0
74,96,35.15460384016062,35,42,1,6.3165049525988,0,64,0
68,94,34.12945461002449,39,40,1,2.8996293964489532,3,55,0
128,96,36.477494280823294,14,31,0,5.6342535870676835,0,54,1
96,96,38.40563637935989,10,46,1,9.306093880782054,0,62,0
87,100,36.44902686198061,49,44,1,3.126367773232252,1,31,0
60,96,37.45407830126441,39,40,0,5.506487709678362,1,29,0
103,96,36.670457463575964,19,16,1,0.9887630018490231,0,43,0
75,95,37.2655683967242,33,44,1,9.492550468183488,1,58,0
68,94,40.591214059920915,21,13,1,2.068173800785519,1,61,0
83,95,38.58803748294967,56,50,1,10.166898985694566,0,45,1
73,99,36.31563737157881,49,35,1,3.4710558153712303,0,60,0
87,96,36.63878258354543,29,15,1,0.3109093284766648,0,34,0
70,98,36.53978416253301,40,26,1,1.9051893650641707,0,59,0
100,99,35.92233014554779,49,37,1,9.614689126356474,4,21,0
125,98,38.11479616162254,22,41,1,8.686376831891373,0,53,1
92,95,36.16662228961294,31,44,0,1.6563783160914969,3,32,0
119,98,38.358291054387735,23,38,1,0.10474838911755166,0,37,0
74,93,36.65464395532165,40,28,1,9.535945829402817,0,59,0
88,97,39.189067054427156,29,31,1,0.6079036593790732,1,52,0
80,96,37.00640101248874,14,43,0,11.712901586579285,3,61,0
82,96,34.95624020596062,46,36,1,6.913842862214661,3,43,0
96,99,38.785672137718585,22,34,1,7.158707964535037,0,29,0
73,100,38.033002598533955,4,43,1,4.102117049517159,3,51,0
105,94,37.35867635069489,36,27,1,4.204874027380682,2,53,0
69,98,37.6758390504751,28,29,1,11.09977643907541,2,32,0
76,100,38.50440557117175,36,24,1,6.561765373014723,1,36,0
117,95,37.54520617695045,47,40,1,1.7191249276324205,0,38,0
79,95,36.92135652543024,37,42,1,2.8343182909390334,2,35,0
113,98,40.14460841109382,36,42,1,4.634651711847682,2,39,0
81,94,38.900809048685865,44,38,1,2.317565874089395,0,34,0
91,97,35.9142178027367,52,48,0,8.141767169575648,0,25,1
66,95,41.136065718665925,27,31,1,6.922268636893639,0,43,0
65,92,38.119620142109696,51,18,1,6.724672898859988,0,26,1
88,100,35.96510489803107,72,26,1,7.155572777675781,0,36,0
101,97,38.642288843751025,32,29,1,3.0043997869426677,0,27,0
97,100,36.88302171472246,32,17,0,0.6642752639931064,0,63,0
78,98,37.08430834222419,36,8,1,7.13232751656672,0,49,0
106,95,34.866945109625796,24,41,1,2.5006807156913764,0,44,0
60,96,37.39934729519388,46,25,1,8.001011060565968,0,52,0
89,94,37.17546037648941,12,34,1,3.8708286403909034,1,26,0
105,96,40.411305707241944,29,23,1,8.465715797055871,2,32,0
101,96,37.759868797030364,0,37,1,4.403361604979008,0,63,0
121,95,38.343638177906946,17,30,1,9.60240782493916,0,28,1
95,97,34.23799509003007,9,30,1,5.234717904190633,0,38,0
63,97,35.39142812305191,24,44,0,6.743761205723839,0,53,0
75,96,34.31744114255487,9,26,1,10.232453027753339,0,34,0
66,95,37.22637055195887,24,29,1,6.893682254101118,0,54,0
83,95,37.24503739588964,21,20,1,5.210415647205544,2,35,0
106,95,39.53998106745509,18,27,1,0.7198735593984718,0,43,0
73,99,37.79125186414384,35,31,1,2.8548045845922303,0,53,0
73,95,36.64876311842681,19,47,1,5.63236473180033,2,47,0
82,97,38.03520926424317,4,41,1,5.932151217800397,0,23,0
112,95,37.16982793400751,40,27,1,10.643642152047747,3,29,1
103,96,39.18432486328603,10,32,1,11.059246531166558,0,56,0
85,97,40.258842478676875,10,27,1,7.9497803204144475,0,26,0
96,97,39.839055840978745,56,41,0,2.3538541256490144,1,47,1
88,99,39.513642058778224,50,39,1,2.717583460829278,0,63,0
97,97,38.03456590849247,47,41,1,9.97626257775273,0,27,0
88,93,34.742488914519285,32,36,0,7.095617650616408,0,50,0
103,91,38.658251459297965,31,43,0,6.866267248116345,0,53,0
95,97,36.81134654014156,58,35,1,4.879140835856118,5,41,0
89,94,36.25576263497235,20,29,1,3.197165388619711,2,49,0
63,98,38.384932758386725,50,22,1,9.456003888264469,0,48,0
109,96,36.498459183717976,44,42,1,4.337041006349758,2,58,0
108,95,36.66912219888742,0,34,1,5.693218855255938,0,31,0
80,96,39.45609675354165,12,23,1,10.934890347527425,2,51,0
63,95,35.980851803608225,1,39,1,5.012633870395728,1,51,0
80,96,37.957261870864656,36,31,1,6.808458220210723,0,45,0
91,96,37.362665126816545,50,27,1,5.838523750866404,1,49,0
92,97,41.06544896634583,19,43,1,6.631452559657837,0,52,0
85,99,37.209730857856115,34,51,0,8.479074121478858,1,46,0
80,98,40.86967767441253,9,59,1,0.3079109251740969,3,57,0
86,100,39.139809889953426,35,36,1,8.013267573507813,0,47,0
119,97,38.64320821562503,27,52,1,3.7936962114730934,0,20,0
116,100,36.96737877929378,13,44,1,3.0219811920887216,1,52,0
108,95,40.20981813360026,12,46,1,1.6503144009928659,0,60,0
81,96,36.90380391582278,21,24,1,10.62379199755461,0,40,0
96,94,35.320718593840176,38,42,1,1.9222101463163657,0,34,0
60,98,35.68615909850592,30,36,1,5.045760872260759,0,47,0
91,96,37.18014053116046,41,30,1,0.5295892129876669,2,35,0
101,97,38.37458376897019,26,51,1,5.691352193876955,0,39,0
82,99,35.58886829800547,23,54,1,11.834202373267654,0,25,0
60,97,37.34989773095395,28,36,0,8.922005831484777,1,54,0
92,95,38.03144318618589,40,14,1,11.154335206234054,0,38,0
126,99,37.573905124557314,28,31,1,8.516626897056844,0,48,1
74,98,37.580979718512076,34,22,0,3.475450878589029,2,60,0
70,98,33.04412773972821,26,35,1,9.043750711074274,3,20,0
75,96,36.92902327480683,4,37,1,3.3575027504205655,0,38,0
95,98,35.16107000477485,51,36,0,1.5399947998315069,0,62,1
86,94,37.51980319052383,15,50,1,5.864438810117251,3,45,0
116,96,36.38594632430859,50,45,1,2.002951187705267,1,53,0
99,97,37.162571301000135,0,27,1,6.030129441947338,0,64,0
86,97,38.59711811453379,17,35,1,2.045793417379225,1,63,0
71,99,38.03177387639465,24,11,1,7.421977417211904,0,46,0
84,100,36.607622512777404,0,54,1,11.877935549381338,3,41,0
89,96,37.393250947140594,34,37,1,10.079981669130397,0,59,0
98,97,40.04490397940376,49,54,1,7.298556832834989,1,57,0
66,99,40.64371030002732,12,42,1,11.750605959633488,4,63,0
86,93,35.54384921464208,24,33,1,10.662149011992039,0,30,0
104,100,36.22829462669321,26,27,0,4.573709060456533,0,45,0
93,95,40.605428816124935,56,25,1,8.795752871002115,1,42,1
83,97,36.45701715348487,49,20,1,6.58812326789352,0,41,0
113,96,35.127825045823094,34,17,1,7.960219577277458,2,59,0
79,96,39.389988322118576,54,54,1,4.904932263145673,4,30,0
89,99,38.599548865882866,35,24,1,1.6533748429984685,0,38,0
99,96,39.75069958050345,12,21,1,9.351639455506549,0,39,0
76,96,36.96797643769856,47,40,1,9.233405267084473,1,41,0
94,96,38.87712919200385,49,38,1,6.9262892377734495,1,29,0
79,95,35.55506034775762,29,20,1,6.911247076405993,0,29,0
104,97,38.6846930639376,7,35,1,3.0020944197694366,3,34,0
75,99,37.09974123491365,43,41,1,2.8867524642527767,0,57,0
74,94,40.188826297745464,32,36,1,3.6849936070394413,0,44,0
91,96,38.55807575657048,55,23,1,7.111956070298165,0,50,1
60,97,41.23890688889908,36,31,1,0.8201936966852262,3,24,0
109,96,39.130835311010145,23,42,0,9.874244539571071,0,54,0
65,94,40.472054400171736,41,36,1,7.738928908778444,0,43,0
85,99,40.61887320797235,7,40,1,9.507560625543407,3,22,0
92,98,38.844544735936026,26,46,1,6.432053395049247,0,57,0
94,98,35.36416636046684,41,44,1,9.845625727028137,4,29,0
79,100,38.26868156138288,22,19,0,6.319670490760616,1,35,0
103,97,35.43767373818213,35,47,1,7.259699134132935,0,40,0
96,94,38.163529022408774,19,38,0,3.3649824597862783,0,56,0
111,98,38.47672808686138,15,23,1,7.356515758345868,0,43,0
87,94,39.965765834557295,49,54,1,4.796182220842476,0,28,0
79,98,37.54446256494414,60,39,1,11.993170444287554,3,59,1
60,96,35.947003902342225,20,59,0,4.791946477250203,1,24,0
95,96,37.18470055846739,35,35,1,0.9828245015682952,0,44,0
79,97,37.63540582957993,12,23,1,11.446468716721277,0,46,0
71,95,36.538138234659336,52,26,1,11.596722478837977,2,54,1
83,94,38.73383550473294,40,38,0,3.721945477625549,0,20,0
104,97,35.4332348648742,17,37,1,9.979396201115643,2,28,0
113,96,37.795297459595346,8,61,1,5.386380353898467,2,39,0
105,98,36.70144680254996,27,32,1,1.4295057043087793,0,36,0
95,93,38.96616041212155,18,38,0,8.765816592215916,0,30,0
63,94,36.41666342926571,27,37,1,0.17550503786498164,0,52,0
99,100,38.59115430416181,15,50,1,0.14461883227916983,0,31,0
106,96,36.44196341034303,57,44,1,5.119034753023639,0,37,0
90,96,36.56896693506584,28,52,1,1.9249948940892607,0,64,0
105,94,37.00886812712531,36,42,1,11.547553909815296,0,42,0
68,96,37.83912439399197,23,40,0,0.623176138291016,1,32,0
66,96,37.376895350521124,56,27,0,4.662895595155852,1,61,1
105,96,37.78563674992939,11,36,1,7.335668552417091,1,36,0
90,96,39.40956776176213,17,35,0,1.2362751191925287,4,25,0
90,94,35.35595758133749,39,20,1,4.430486512484155,0,30,0
105,96,39.47589123279691,32,36,1,10.530774781920977,1,22,0
87,98,40.46180368367361,29,41,1,4.115472451026916,1,49,0
84,99,36.59267718464718,12,43,1,1.097318254777734,3,21,0
110,94,40.37881033332051,22,33,1,4.44031194178124,3,41,0
110,99,36.53348629443405,19,21,1,0.9184136203420614,3,29,0
94,95,37.80619967448996,40,41,1,10.339431958858153,5,62,0
76,97,37.65652298417576,35,46,1,7.286094075281691,0,44,0
96,99,39.2481624342086,22,37,1,0.47177204733736294,1,20,0
60,95,34.835683201289385,29,30,1,5.3570312480183375,1,35,0
65,100,37.82185027877127,63,37,1,10.854414815916623,0,27,1
77,97,38.064800866758375,25,37,1,2.3557291089273305,0,22,0
91,97,39.7425139747038,20,23,1,8.944992840395587,5,47,0
96,94,38.587932582268714,41,35,1,2.389809274364729,3,23,0
136,97,35.03998851601225,14,57,1,8.624709421096103,0,30,1
66,96,37.83152377929014,30,34,1,10.932140645462173,0,49,0
78,98,36.06716165688823,26,40,1,2.694710306822462,0,64,0
87,97,36.367801223702536,46,40,1,6.3187163566883635,0,44,0
122,97,35.38509082668912,43,35,0,9.869367461879758,0,26,1
95,99,37.28299093546839,42,28,1,1.1892564885692496,3,62,0
85,95,36.214397056548954,40,23,0,6.54361415876092,0,37,0
67,100,35.666688326029046,6,46,1,9.639691258495448,1,28,0
60,96,38.111672975088325,48,43,1,1.7843357120031327,0,36,0
86,96,34.74784356284988,25,30,1,2.8963245275425185,0,43,0
95,98,36.88379074685018,44,30,1,0.6296185657627869,3,48,0
74,95,38.027742172737916,17,20,1,4.629776485681078,0,62,0
60,93,35.970772105461556,51,32,1,3.4288984040383905,2,52,1
90,97,39.254583807456484,22,34,1,1.8386233255195605,0,33,0
106,98,38.87958306981579,23,47,1,8.454207670489314,3,57,0
65,95,37.99822523502166,11,34,0,11.736645644407405,0,44,0
67,97,36.99778578785804,12,33,1,2.357224924912905,4,24,0
105,95,37.33716505723581,28,41,1,4.193395209092525,0,53,0
93,94,36.72729209667636,54,26,1,3.003476020312661,1,20,1
102,96,36.733722649123024,41,28,1,6.922723207498879,2,60,0
83,95,37.31401823002787,35,25,1,2.0518783436365613,0,25,0
107,97,38.158719332280505,23,32,1,11.480826195842859,0,28,0
91,96,36.35874490467583,37,47,0,3.291585973210262,1,45,0
90,98,39.03717930254192,25,26,1,4.687544488036736,3,21,0
70,99,36.23553051897637,20,40,0,1.690873980990333,2,43,0
77,100,37.33113383762796,56,41,1,2.9498621408092607,1,21,0
87,98,34.818641936532686,32,41,1,0.30256767644719135,3,42,0
87,98,36.69907911575905,10,23,1,5.923780401283982,0,56,0
84,93,38.57544566153556,28,35,0,2.060742149648846,3,22,0
80,94,39.89460675670093,42,47,1,5.974503278640075,0,51,0
96,98,36.25605194831663,57,33,1,4.277131334773908,0,49,0
112,92,38.46899079983026,17,23,0,0.455542868108577,0,35,1
68,98,37.36697973959968,18,41,1,5.8232397350986895,0,57,0
77,96,38.70746047605002,37,35,1,10.039660631367104,1,28,0
93,98,36.92110286011433,12,37,1,0.7261023044251235,0,29,0
71,95,38.425620574124245,71,35,1,2.175048482229337,0,32,0
110,97,34.908281530826955,40,36,1,8.68256344773233,0,36,0
123,95,36.19171976930259,23,37,1,8.155433701961279,0,63,0
96,94,37.93829206129458,32,27,1,9.085005660782214,5,45,0
82,99,38.471312050190846,25,36,1,5.470391161143142,1,27,0
109,95,35.94443570017378,37,40,1,3.9903835905433724,0,43,0
90,96,35.51019571446615,28,37,1,6.242971160678454,0,40,0
108,95,39.0633734664858,39,35,1,10.93264056329788,1,49,0
112,95,37.217133436649874,0,34,1,8.038963122001508,0,63,1
64,97,36.330151085292236,18,19,1,5.2187138802375905,0,64,0
116,96,38.3796588986954,30,38,0,7.885875804471384,1,61,1
88,97,36.681844041721035,48,29,1,9.930654991972597,0,52,0
76,98,40.207912309752636,26,44,1,8.430060802064622,3,58,0
91,98,36.52221442665137,0,45,0,7.222643921050197,0,61,0
101,91,37.55163356729256,29,30,1,6.9185758848271846,3,40,0
94,92,36.560272051949504,36,30,1,1.7268407228616818,1,47,0
91,95,35.665051495678114,32,39,0,0.4655750128033187,1,53,0
90,95,36.70604684289648,43,46,0,7.230945926709257,0,38,0
99,99,38.55545201881982,38,46,1,6.741420133340482,0,49,0
81,98,39.097235242333795,27,36,0,1.7625949817996727,0,47,0
109,97,39.42624736301318,44,33,0,6.26126965755691,0,38,0
124,100,37.27241512685708,22,31,1,2.1138525957998735,4,49,0
65,99,39.4514599619702,40,38,1,3.7798452128725026,2,20,0
112,100,38.450221836571494,14,40,0,6.0052829343874246,0,62,1
64,96,38.304488478424155,13,16,1,8.439250745177398,0,43,0
94,94,35.56213143278185,35,30,1,2.9119282591187976,0,33,0
108,96,39.029733144094926,49,25,1,2.7917653253297603,0,24,0
93,100,35.8620841825453,27,33,1,6.722176824601388,4,36,0
104,94,37.38052121729839,29,35,1,3.279607907051995,1,45,0
78,93,41.58918331244374,28,43,1,4.836988340665762,0,28,0
73,95,34.73481465758583,38,29,1,8.502026991527929,1,27,0
115,96,41.275588175421646,57,34,1,1.0312901198407711,0,50,1
82,94,36.8543329934942,34,29,1,9.21480343932919,0,30,0
60,97,37.26467757316749,20,34,1,2.9791290121924665,1,24,0
60,97,38.39365201756785,37,37,1,11.573122505847083,2,38,0
60,97,39.01874360268859,28,32,1,3.172312369255314,0,63,0
122,96,39.486624488800786,39,3,1,7.861540204852381,0,63,0
62,98,37.354044878994344,26,46,0,9.483181706384835,3,61,0
92,95,39.26709404908338,27,44,1,6.563949190791297,1,30,0
79,95,38.33985494316853,28,25,1,4.856632421148123,0,57,0
97,92,38.416376300139696,48,35,1,2.953217876875166,2,47,0
90,97,38.24211458111707,22,24,1,2.987614226717909,2,50,0
133,97,38.00174799916794,41,18,1,10.010231304923927,0,52,0
79,96,39.72560273892514,3,47,1,5.696538131444818,4,57,0
104,97,37.936277413014615,38,49,1,6.87136097445106,0,58,0
112,95,36.68351426128622,12,28,1,11.771497833925697,1,32,1
114,99,40.165112713179184,10,42,0,7.675937423964196,1,23,1
81,94,33.6849864279133,15,24,0,6.366129504450973,2,62,0
102,95,39.095416648462304,25,40,0,8.962207777485826,3,35,0
93,96,38.1250220540374,26,35,1,1.8723785112086346,0,23,0
85,98,37.32951426613094,46,31,1,4.640098154473261,0,29,0
147,96,34.80745197413844,49,37,1,8.132395477031476,2,41,0
82,99,37.379776793350615,47,35,1,5.5154607848051125,2,53,0
89,96,40.133852798010146,20,28,1,2.3796084787343394,1,20,0
115,96,36.56038888835465,36,24,0,2.5270416649807976,0,55,1
103,96,36.12913898295458,18,16,1,11.040540932717485,2,52,0
81,98,37.68136189718224,54,20,0,11.568026451121376,0,63,1
81,96,36.756659063764026,33,44,1,8.923976111878213,0,56,0
98,97,38.20969505175761,26,40,1,2.237235187557326,1,45,0
105,95,39.25772473057306,12,23,1,0.4283714548751967,3,59,0
139,98,37.37639616200246,10,31,1,3.9757617729590833,0,47,0
93,93,38.58595690155711,36,48,1,9.721606288525416,0,39,0
74,96,37.669390458463475,28,30,1,2.305007788731356,0,41,0
103,97,37.58123752317994,38,40,1,9.041745953954269,0,60,0
107,99,38.46518724575873,42,49,0,5.43649584002898,3,58,0
109,97,36.40396202773579,24,40,1,2.7831603657750397,5,58,0
82,97,34.74934236895901,32,25,1,6.1559850831956116,0,25,0
84,97,38.97889339589117,39,41,1,11.427365273567672,0,31,0
60,97,37.63570171213629,49,44,1,8.432410962192439,5,36,0
78,95,37.609894292213305,27,38,1,0.1875007432174638,0,37,0
128,94,36.10543515547606,29,47,1,8.437342911768258,0,36,1
84,95,36.98748015010555,5,53,1,3.8842691743196522,2,29,0
67,97,37.058905132486125,16,34,0,1.059635965083355,1,31,0
74,94,37.79708106914934,18,39,0,8.305018447657934,1,57,0
103,100,39.271040092275406,24,39,1,0.7822726529466147,2,50,0
93,95,36.16963308683119,37,26,0,1.8683992010067214,2,60,0
86,95,37.80700560740059,20,38,0,8.19852132721524,0,23,0
100,94,33.591159042914626,45,29,1,7.557075295671215,2,32,0
104,95,37.44947843365239,62,25,1,9.104754776685171,3,63,1
97,95,38.9385192783899,19,40,1,4.535286303743692,2,23,0
123,96,39.24328486393488,21,32,1,11.908439544723295,4,31,1
76,100,39.836324884300524,42,39,1,5.240902340085704,1,25,0
84,94,41.28514134014701,21,39,1,8.673373038722143,1,26,0
113,97,35.53490193513764,54,26,1,5.90376191766849,0,22,1
84,94,36.7719459758266,45,26,1,4.921483023942048,3,28,0
124,97,36.45279395521384,27,46,1,7.36248812420739,5,60,0
109,96,35.37475024539779,49,45,1,6.933697519467638,1,29,0
115,96,37.80245603907602,47,24,1,9.38500356288202,2,32,1
73,97,37.44473531779462,45,30,1,3.3742850615848345,1,35,0
97,95,37.989666715078606,62,33,1,5.3869752049791835,0,54,0
81,97,37.792974248238764,35,38,1,2.7185170635495735,0,58,0
87,99,37.27200900843151,27,35,1,2.407683033198713,1,22,0
138,98,35.972560976716395,31,48,0,11.635833221963813,0,45,1
105,96,39.41302087706174,27,21,1,5.853517360075997,1,40,0
75,98,37.155859698365816,45,21,1,4.879079267705113,1,60,0
60,94,35.49765682481438,45,32,1,2.7535333005901053,1,63,0
91,95,39.91057330113105,47,44,1,6.127202177958539,1,54,0
115,99,40.00442919197052,47,56,1,10.99761322402974,0,43,1
98,94,39.39163374600984,9,37,1,3.743018904863538,0,33,0
60,96,38.03815425212416,10,45,1,1.1582046440578795,0,35,0
118,96,35.58780344270085,47,44,1,4.709284088393893,3,63,0
109,100,36.437138318383305,47,36,1,4.595206574851105,1,26,0
91,97,36.99847235089704,5,55,1,7.344093227779611,3,61,0
117,95,40.65995048180243,22,39,1,10.788592724449467,0,47,1
92,96,39.444252235052865,51,33,1,0.33657945560182867,0,28,0
154,95,36.46476270505734,39,26,0,6.2493472660992015,0,26,1
90,97,35.93785763897755,18,38,1,2.3105120178992786,0,20,0
81,97,39.079085762980775,42,38,1,0.9872391583676123,3,47,0
88,98,38.40163278352119,32,43,0,3.3834765377662466,3,48,0
108,95,39.25496429322016,28,26,1,2.0217061171568322,4,23,0
105,95,39.27988492830381,16,31,1,4.2857769397375565,1,53,0
80,94,37.24756317591704,40,26,1,4.42447759346822,0,31,0
94,94,37.54071866235313,59,23,0,10.284785930994362,3,44,1
113,99,36.39519980701288,49,27,1,8.609035366333513,0,29,0
123,95,37.30319770957922,46,34,1,9.87305915565783,0,41,0
87,95,39.05691896516051,33,46,1,3.4530581470593615,0,20,0
70,98,36.34123985804161,20,10,0,10.202807985841822,2,22,0
122,98,38.2478426855179,8,54,1,3.615540322248459,1,33,0
104,95,38.24078762287531,54,19,1,3.5815608728699266,0,59,0
109,96,39.01077020818511,21,28,1,9.618673042912995,0,63,0
67,96,35.04165528685952,26,41,1,0.5075048904347057,0,34,0
97,97,37.97864067744878,68,50,1,9.86250646197808,0,51,1
75,94,38.37537061123561,49,26,1,2.4753759884644264,0,63,0
60,95,39.5705473715811,46,27,1,6.374898324441281,0,31,0
105,95,37.06886975151945,49,47,0,8.23012143320871,0,53,0
92,97,37.723505897284646,39,18,0,4.495415233985636,1,59,0
102,97,38.258706214548965,38,46,1,0.47000722430845004,4,46,0
123,100,36.93119163330358,35,25,1,11.537609796414381,1,22,1
169,98,37.6438880558757,17,43,1,4.61784839460149,4,31,0
88,100,37.468813204947054,55,36,0,11.579819418655758,1,21,1
113,99,39.08016152681458,34,39,1,3.014517100388295,1,46,0
60,97,40.97890685391762,18,31,1,6.754078497593742,1,61,0
105,100,38.004809029803226,55,31,1,10.919516213794097,0,42,1
82,100,41.26643811080569,19,26,1,0.39168084679771514,0,49,0
108,92,37.37645778224314,11,43,1,5.336951376404977,0,24,0
92,95,40.39773170353289,35,35,1,7.6116437580503105,2,23,0
102,100,36.55659324553684,57,43,1,7.338836728979692,1,21,1
93,98,36.82965168266161,59,42,0,5.2368679982556285,0,32,1
60,97,37.202212699886196,14,47,1,4.801950678635118,0,42,0
127,97,38.721640503516646,17,20,0,11.728281853232625,3,27,1
94,94,37.01531162901787,25,42,1,8.585266165314252,2,63,0
116,94,40.725402437593765,51,36,1,7.936003783994699,0,24,1
60,97,34.26636467293206,19,48,0,6.964441165459345,0,23,0
86,95,40.87005051292021,49,28,1,4.623249895911331,0,42,0
100,94,36.91605920385211,7,43,1,2.7647172679163923,0,62,0
64,100,36.65548303620423,35,28,1,7.809156530162262,2,44,0
77,96,35.3831355736725,27,36,1,7.635156018359753,5,58,0
102,97,37.32685924002583,32,46,1,4.760830907121291,1,48,0
68,97,37.41312776114043,20,51,1,11.356135867757658,1,55,0
60,95,36.85067355499362,38,42,0,2.243110897180476,0,25,0
66,98,38.969761846992604,38,43,1,6.615619589823452,0,64,0
114,97,37.573381718750746,27,27,1,0.759054689688366,1,28,0
60,99,37.99396743661206,37,47,1,2.45839496710469,0,59,0
116,95,37.11678229348954,17,40,0,11.83703300696946,0,24,1
60,97,38.1440944145433,23,43,1,10.210765200109256,2,62,0
81,93,37.712438430611854,5,45,1,2.3461528669397906,0,63,0
78,99,35.14131499721498,14,31,1,1.7757194153333729,0,47,0
69,95,35.64239325251218,15,23,1,9.337915538144177,0,62,0
81,96,35.73549978725604,11,30,1,7.5852896178581615,1,41,0
108,100,38.491814231053326,21,40,1,2.242765129279889,0,55,0
97,95,37.41895883886543,19,32,1,9.36890078060563,1,61,0
77,97,38.49544547274887,17,41,1,9.656178208619513,1,29,0
124,97,37.33128458760433,37,41,1,2.9327235494593613,0,23,0
86,99,39.75095355158151,14,51,1,6.16039512262254,0,41,0
122,100,37.64430980272599,53,37,1,9.493406416127259,5,21,1
116,97,37.340264235162486,34,18,1,6.5960852457243275,0,39,0
83,97,38.71852374734037,11,30,1,11.080619915813976,0,33,0
77,98,38.91140304371546,39,35,1,4.651991564568042,1,48,0
113,95,36.24199603498717,26,36,1,1.7111322070131696,0,58,0
100,94,36.05575340276019,22,39,0,7.402754072565403,1,26,0
71,96,36.223298073960386,35,27,1,4.998508080733745,0,34,0
94,98,39.01315860657969,31,27,1,1.0190347693873176,1,47,0
95,99,38.89577144340154,34,32,1,11.317166636888329,1,56,0
85,97,39.48222574487016,5,23,0,3.8800929850926895,0,30,0
75,99,40.61073176921657,0,37,0,8.985363464701544,2,42,0
109,99,39.842790981949335,25,28,0,8.089251739487029,0,32,0
88,96,37.6711905917555,35,38,1,2.4317805662691248,0,33,0
106,96,36.759802253112525,36,33,0,9.224413795214478,0,26,0
